,duration,duration,duration,duration,duration,duration,duration,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow
19138,49.337899543378995,30.0,1401,10,10722.42833277648,103.54915901530288,30.0,24145.435312024354,26654.0,1346817,0,7389374471.261439,85961.4708532924,26654.0,4626.861491628615,4141.0,31239,0,10128840.918286182,3182.584000193268,4141.0
19139,1015.0,707.0,9603,10,1867447.9866666663,1366.5460060556566,707.0,45162.807947019865,24786.0,1355220,0,15281654957.90287,123618.99108916425,24786.0,14254.503311258279,12091.0,105579,80,204559919.2649889,14302.444520605171,12091.0
19146,114.3,51.0,476,10,22316.900000000005,149.38841989926797,51.0,31007557.8,4635362.5,128509967,99,2167664094904526.2,46558179.6777379,4635362.5,27257.6,11551.5,147694,412,1984646721.1555552,44549.373970411245,11551.5
19150,43.333333333333336,33.0,65,32,352.33333333333337,18.77054430040145,33.0,151378.33333333334,160977.0,292933,225,21488594117.333332,146589.88408936455,160977.0,8814.333333333334,10988.0,14857,598,54373390.333333336,7373.831455446573,10988.0
19154,42.36623376623377,25.0,822,10,4233.894169372295,65.06838071884297,25.0,15708.789610389611,11340.0,175881,0,229587209.5623916,15152.13547861791,11340.0,7524.415584415585,5508.0,74290,408,58079560.60808987,7620.99472563063,5508.0
19167,120.6844494892168,71.0,1614,10,26731.44349654322,163.49753360996985,71.0,623562.7502837684,210262.0,12198116,0,1333125103588.705,1154610.3687342778,210262.0,22122.79001135074,15359.0,277336,0,688338787.9979008,26236.21138803964,15359.0
19168,349.8719723183391,160.0,5087,10,248084.18841311024,498.08050394801666,160.0,53743.14186851211,14978.0,1263022,512,19728182107.136032,140457.04719641528,14978.0,4989.923875432526,1253.0,106187,0,130058632.09835164,11404.325148747366,1253.0
19171,146.8680387774825,59.0,35211,10,125054.59945624469,353.6305974548083,59.0,79693.95451799952,35695.5,7014497,0,38461245826.207985,196115.38906013465,35695.5,12473.942498187967,6065.5,936684,0,597161907.6591433,24436.89644081554,6065.5
19172,140.34114376489276,48.0,14488,10,170608.62771454404,413.04797265516754,48.0,9111876.565131057,1555913.0,1813868171,0,2130132797176148.0,46153361.71045559,1555913.0,13145.481334392374,7433.5,1489569,0,1261911403.720551,35523.392345334236,7433.5
19173,43.666666666666664,27.0,137,10,1508.7058823529412,38.842063312251334,27.0,89676.61111111111,7742.5,458243,137,20251446874.251633,142307.57841468469,7742.5,2994.0,1526.0,8805,649,6819846.117647058,2611.483508974747,1526.0
19180,162.4,63.0,643,10,73212.3,270.57771526864514,63.0,1615949.6,1143948.0,4228896,2883,3356339977422.3,1832031.6529531633,1143948.0,1374.8,1048.0,3336,400,1481831.2,1217.3048919642113,1048.0
19181,51.333333333333336,28.0,113,13,2908.333333333333,53.92896562454479,28.0,2090.0,2203.0,2312,1755,87139.0,295.1931571022608,2203.0,10787.333333333334,2246.0,28469,1647,234570702.3333333,15315.701170149974,2246.0
19190,83.12,16.0,3672,10,156835.13696969696,396.0241621033961,16.0,41489.57,168.0,2872013,6,88381285220.3284,297289.9009726506,168.0,1750.07,942.5,21767,0,9335706.853636365,3055.4388970549494,942.5
19192,191.8,141.0,879,10,61441.955555555556,247.8748788311465,141.0,132163.8,52499.0,466025,175,32515506557.28888,180320.56609629662,52499.0,9509.0,4367.5,33709,830,117925217.77777779,10859.337814884377,4367.5
19200,449.265,190.0,4733,10,467257.5726381909,683.5624131256712,190.0,75840.575,14399.5,1171673,223,26241982631.964188,161993.7734357842,14399.5,30491.905,20031.5,227180,700,1031337088.799975,32114.437388812763,20031.5
19201,352.55670103092785,174.0,3130,10,213089.1185299929,461.6157693688474,174.0,3838509.3917525774,309989.5,170995766,0,193876901388823.47,13923968.593358126,309989.5,9201.077319587628,3146.0,166900,0,417664276.1235245,20436.836255240793,3146.0
19203,172.33333333333334,136.0,458,27,29572.666666666664,171.96705110766615,136.0,256757.66666666666,123222.0,1036237,4909,150244658776.6667,387614.0590544501,123222.0,43752.5,46169.5,95325,5300,1127040077.9,33571.417573584826,46169.5
19207,28.27777777777778,21.0,85,10,448.21241830065355,21.17102780454113,21.0,241336.83333333334,133972.0,845456,1863,72756247114.38237,269733.6595873462,133972.0,12415.277777777777,12173.0,21779,3444,25233792.330065366,5023.32482824527,12173.0
19213,93.14780835881753,67.0,1625,10,10496.585273253018,102.45284414428434,67.0,588491.3323139653,515800.0,5702811,0,316000567259.98535,562139.2774570954,515800.0,13558.464831804282,13270.0,105177,0,104388181.46738417,10217.053463077511,13270.0
19215,220.7913043478261,122.5,1808,10,78565.20516423011,280.29485397386463,122.5,1061030.5,311344.5,10982594,0,3586180927578.6714,1893721.4493105027,311344.5,47986.66086956522,25505.5,370966,4,3177735559.6661477,56371.40728832435,25505.5
19226,71.3225806451613,37.0,324,11,5281.159139784946,72.67158412877035,37.0,478492.3870967742,86740.0,5628946,564,1295666966559.245,1138273.6782335103,86740.0,29248.064516129034,23284.0,90663,1843,507460726.32903224,22526.888962505058,23284.0
19228,187.53900709219857,93.0,1557,10,55835.23596757851,236.29480732250235,93.0,1890658.4964539008,576844.0,23415345,14,11733361240017.24,3425399.427806521,576844.0,24674.921985815603,13177.0,239942,0,1248577182.901013,35335.21165779275,13177.0
19233,729.0,541.0,2068,10,409396.39130434784,639.8409109336069,541.0,178132.82978723405,725.0,3646914,0,419068656447.70966,647355.1239062757,725.0,5625.723404255319,1345.0,30228,575,74646508.46530989,8639.821089890107,1345.0
19234,499.513353115727,263.0,7197,10,507147.7565175925,712.143073067198,263.0,1978020.8545994065,91634.0,311981222,0,333029594104213.94,18249098.446340136,91634.0,54857.0059347181,28959.0,716887,299,6057888233.744009,77832.4368996886,28959.0
19235,48.0,48.0,48,48,,,48.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
19246,86.05263157894737,27.0,932,12,42766.71929824562,206.80115884164096,27.0,37459.52631578947,683.0,206900,175,5109402781.7076025,71480.08660954185,683.0,1105296.8421052631,5081.0,6009091,264,4114951471394.9185,2028534.3160506105,5081.0
19273,90.70270270270271,35.0,623,10,20481.603603603595,143.11395321073203,35.0,1001176.0,1019.0,13284080,0,10691206593858.945,3269741.0591450427,1019.0,10750.891891891892,733.0,128732,0,697499814.876877,26410.221787725997,733.0
19278,85.25,96.5,130,18,2567.5833333333335,50.671326540098924,96.5,578340.5,185155.0,1878744,64308,754823157896.3334,868805.5926939774,185155.0,10160.25,9702.5,15381,5855,20294140.916666668,4504.901876474854,9702.5
19280,161.17465388711395,78.0,3092,10,56905.78396243345,238.54933234539445,78.0,842442.148029819,303935.0,11437513,0,2146478640746.6682,1465086.5642502727,303935.0,19747.402555910543,10275.0,466296,0,1219516884.8185859,34921.581934651615,10275.0
19297,65.12073490813648,34.0,1942,10,20536.653805774295,143.30615410991356,34.0,85529.1784776903,1143.0,5018026,0,240893469699.83112,490808.99512929784,1143.0,22337.20472440945,1458.0,2097487,0,23123611562.663216,152064.49803508777,1458.0
19309,567.6153846153846,469.0,1660,61,186559.58974358978,431.92544465866996,469.0,60042.846153846156,22682.0,397889,556,11657912128.641027,107971.81173177111,22682.0,12311.076923076924,11892.0,39485,1189,98956967.24358974,9947.711658647417,11892.0
19339,292.85714285714283,142.5,942,11,108210.59340659341,328.95378612594413,142.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
19345,153.96820349761526,72.0,3172,10,61791.70280902863,248.57936923451356,72.0,8003482.604133545,2920990.0,168236482,0,232037471628268.44,15232776.228523428,2920990.0,32222.764705882353,15354.0,3727800,0,29674013707.788403,172261.46901669103,15354.0
19346,99.33333333333333,21.0,256,21,18408.333333333336,135.67731325956206,21.0,48442.0,9523.0,135667,136,5728179411.0,75684.73697516561,9523.0,2962.0,2131.0,6477,278,10124821.0,3181.9523880787406,2131.0
19359,244.00827423167848,75.5,6599,10,258514.06502021328,508.44278441159264,75.5,7402305.708037825,685008.5,333277870,0,517808235045186.0,22755400.129314054,685008.5,162702.9952718676,31061.0,12305736,0,514571373014.3384,717336.3039846362,31061.0
19361,166.90045063498567,73.0,8340,10,107032.36672520668,327.15801491818394,73.0,313404.83080704627,68091.0,25289907,0,747855468551.627,864786.3716269047,68091.0,23282.349446947974,16246.0,475922,0,750325963.5143126,27392.07848109217,16246.0
19362,127.62344139650872,24.0,6236,10,206347.42034912718,454.25479672660276,24.0,106063.27431421446,5115.0,4352310,0,305386396164.2248,552617.7667829951,5115.0,4576.092269326683,1816.0,50285,0,42055194.05896507,6484.997614414756,1816.0
19366,452.3770504731861,191.0,24587,10,541432.4852371401,735.8209600420065,191.0,198629.11104100946,27699.5,196117204,0,7762339736909.451,2786097.5820867172,27699.5,54634.678233438484,26772.0,1487115,0,6808646393.663475,82514.52231979214,26772.0
19372,198.0,156.0,442,14,20147.666666666668,141.94247661171292,156.0,2960916.0,1013917.0,8347484,292794,11581148806580.666,3403108.697438368,1013917.0,64339.28571428572,28879.0,236362,10107,6196818552.904762,78719.87393857261,28879.0
19382,99.87647058823529,54.0,794,10,17865.162164984333,133.66062309066322,54.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
19383,543.4666666666667,169.0,6478,10,776996.3388535033,881.4739581255384,169.0,79250933.1111111,23019070.0,902953307,0,1.826832492946936e+16,135160367.4509261,23019070.0,17950.0,11921.0,322837,0,658695374.4522291,25665.061356876377,11921.0
19385,30.666666666666668,37.0,45,10,336.3333333333333,18.33939293797189,37.0,2060.0,2128.0,2759,1293,540757.0,735.3618157070708,2128.0,943.3333333333334,1145.0,1145,540,122008.33333333333,349.2969128597236,1145.0
19393,450.4166666666667,204.0,1240,23,223931.35606060605,473.2138586945717,204.0,28142.166666666668,2900.5,265193,209,5710019297.787879,75564.66963990433,2900.5,15202.083333333334,8368.0,53776,0,355190380.0833333,18846.49516709495,8368.0
19401,28.96875,20.0,102,10,488.66567460317464,22.105783736460797,20.0,80584.984375,33834.5,319838,1448,9182308828.904514,95824.36448474112,33834.5,18646.09375,12972.5,66607,1531,221106270.4672619,14869.642580346776,12972.5
19403,528.3333333333334,275.5,1675,17,395119.06666666665,628.5849717155721,275.5,85649.16666666667,89242.0,226762,711,6995350846.566668,83638.21403262188,89242.0,9308.333333333334,8722.0,19400,3513,32984973.866666663,5743.254640590704,8722.0
19405,58.42857142857143,39.0,417,10,3990.8820512820475,63.17342836416311,39.0,268501.9285714286,6112.5,7252527,0,1083232701212.9484,1040784.6565034231,6112.5,9220.173469387755,6691.5,65830,340,103869951.50821556,10191.66088075028,6691.5
19410,438.6,233.0,1559,55,225914.04444444441,475.30415992756093,233.0,32415.6,27948.0,98001,305,1151718639.3777776,33936.980410428056,27948.0,20915.6,14931.0,62759,538,454050123.37777776,21308.451923539113,14931.0
19418,186.16666666666666,60.5,594,11,59552.566666666666,244.03394572613595,60.5,463106.1666666667,114267.5,2296870,17798,814711023914.1667,902613.4410223275,114267.5,51094.666666666664,49340.5,98046,9816,1621406420.6666667,40266.69120584241,49340.5
19420,347.25070422535214,240.0,2431,10,144284.0188907456,379.847362621811,240.0,77946.4676056338,35650.0,10907145,0,335740201338.3908,579430.9288762474,35650.0,19609.31267605634,14176.0,96932,8,327560479.32286155,18098.631973794636,14176.0
19421,112.25,66.5,356,14,12921.07142857143,113.6708908585282,66.5,2382080.25,724350.0,8037300,299,10761710318449.928,3280504.5829033568,724350.0,38413.375,20630.5,124934,0,1815108815.410714,42604.09388087856,20630.5
19429,249.22242647058823,60.0,5312,10,284792.2616692395,533.6593123606478,60.0,38310826.090073526,80626.5,1449923209,0,1.925371308534902e+16,138757749.6406922,80626.5,45037.89522058824,2861.0,2252952,0,41224511419.600464,203038.20187245667,2861.0
19430,80.0,79.0,248,10,5266.571428571428,72.57114735603557,79.0,1099828.3333333333,214204.0,9710076,3329,6565631818264.952,2562348.886913129,214204.0,8019.6,8014.0,14756,2161,17779344.114285715,4216.5559541272205,8014.0
19431,39.333333333333336,36.0,53,29,152.33333333333334,12.342339054382412,36.0,82968.33333333333,39295.0,205339,4271,11537605189.333334,107413.24494369088,39295.0,17649.0,21987.0,22848,8112,68401107.0,8270.496176167426,21987.0
19441,116.48387096774194,67.0,1183,10,27127.84526619459,164.70532859077326,67.0,644461.2983870967,309690.5,6911342,168,979138942606.2434,989514.4984315507,309690.5,57342.290322580644,34630.5,290901,862,3596109007.199581,59967.56629378568,34630.5
19476,249.1747967479675,137.0,1285,10,78580.67544383604,280.3224490543632,137.0,190702.0894308943,21322.5,15085927,0,1049872162444.3019,1024632.6963572371,21322.5,31214.48780487805,18038.5,105223,542,786038763.0263811,28036.38284491031,18038.5
19477,1006.7103448275863,369.0,9757,10,2636202.5266283527,1623.6386687401703,369.0,7428188.0344827585,120779.0,376912899,8,1834632871952018.5,42832614.58225517,120779.0,71252.94482758621,30972.0,423036,24,7457416563.594155,86356.33482029072,30972.0
19485,442.9098083427283,23.0,28047,10,4647820.077635069,2155.880348636044,23.0,70795.19616685457,723.0,6669935,0,119856405362.29799,346202.8384665527,723.0,3802.6054114994363,1168.0,257344,0,166111812.52358234,12888.43716373643,1168.0
19487,64.47727272727273,49.0,235,10,3590.859936575053,59.92378439797551,49.0,9903668.75,509361.0,167357825,881,907323054830585.5,30121803.64504399,509361.0,33631.75,22730.0,204729,474,1476561806.4709303,38426.05634814651,22730.0
19490,227.97520661157026,96.0,9418,10,137476.22103328214,370.7778594162307,96.0,1447729.57928719,177496.5,436277417,0,70256551481250.46,8381918.12661341,177496.5,114007.47494834711,33847.5,4218153,0,60864528913.36186,246707.37506884924,33847.5
19499,73.42553191489361,49.0,306,13,5054.988899167439,71.0984451248228,49.0,742328.7021276596,67640.0,7371720,277,3338957737944.128,1827281.5157889952,67640.0,26397.36170212766,18954.0,98839,656,496965729.8880665,22292.7281840529,18954.0
19508,301.0530303030303,31.0,4896,10,601028.2185403657,775.2600973482163,31.0,1345984.9318181819,179016.5,19470316,234,10241623964956.23,3200253.7344648517,179016.5,11346.583333333334,5394.5,110739,0,322996141.3288803,17972.093404188625,5394.5
19519,97.97113752122242,61.0,1357,10,15337.392022683443,123.84422482571985,61.0,344724.69439728354,161405.0,5911322,0,353005541522.5322,594142.6945797888,161405.0,49997.0,26207.0,1326244,0,12183051282.176867,110376.8602659854,26207.0
19532,328.1105898123324,62.0,14154,10,793958.7208267492,891.0436133134838,62.0,25804203.610589813,3976428.5,2123907591,0,7500494798115295.0,86605397.0495794,3976428.5,2568935.590482574,26711.0,2120895182,0,3430644751458265.5,58571706.06579823,26711.0
19534,612.4077025232403,259.0,6382,10,860135.4731852727,927.4348889195794,259.0,505898.6892430279,154149.0,55931945,0,4995200262456.972,2234994.465867191,154149.0,177870.4262948207,29259.0,2665113,0,111136880482.5879,333371.98514960415,29259.0
19565,243.14754098360655,68.0,6285,10,675201.794535519,821.7066353240182,68.0,194363.6393442623,73531.0,1209815,0,66324644288.10108,257535.71458751324,73531.0,37541.737704918036,22305.0,399596,751,3289191778.863388,57351.475821145075,22305.0
19567,422.2173913043478,242.5,2619,10,249375.9516908213,499.37556176771534,242.5,246497.5652173913,232041.5,573261,0,43761750180.25121,209193.09305101642,232041.5,17780.58695652174,17960.0,39980,1079,108366635.31449276,10409.929649833988,17960.0
19569,104.53333333333333,22.0,1328,10,40004.95418994413,200.01238509138412,22.0,9610.633333333333,758.0,96392,0,255476313.78659216,15983.626427897774,758.0,6380.777777777777,1371.5,54427,0,121458969.03414032,11020.84248295657,1371.5
19576,77.0,77.0,77,77,,,77.0,27789.0,27789.0,27789,27789,,,27789.0,7630.0,7630.0,7630,7630,,,7630.0
19577,51.148288973384034,30.0,1139,10,7280.890140190986,85.32813217334004,30.0,33573.52091254753,2958.0,1230450,0,13344670418.43372,115519.1344255735,2958.0,2435.9543726235743,2001.0,19385,0,5229496.089513249,2286.809150216355,2001.0
19585,321.2266666666667,39.0,3854,10,292950.22964285704,541.2487687217931,39.0,5431.995555555555,5582.0,75360,0,36483002.138373,6040.116069942117,5582.0,18494.76,17353.0,221424,605,381866623.8885713,19541.40793004873,17353.0
19590,35.5,35.5,59,12,1104.5,33.23401871576773,35.5,3263.0,3263.0,4320,2206,2234498.0,1494.8237354283615,3263.0,2424.0,2424.0,4848,0,11751552.0,3428.0536751923823,2424.0
19602,101.53194888178913,67.0,901,10,10903.183777635775,104.41831150538576,67.0,247212.0910543131,100672.5,3055819,0,176253017265.05875,419824.98408867803,100672.5,29580.599041533547,22886.0,313119,0,1134638509.1621745,33684.395633025306,22886.0
19607,62.136,36.0,667,10,7280.360387096772,85.32502790563137,36.0,434.808,452.0,857,158,15767.39832258064,125.56830142428717,452.0,497.736,481.0,1061,0,22603.4055483871,150.34429004251243,481.0
19618,110.0,48.0,577,10,17170.6875,131.036969974126,48.0,1157229.0909090908,821530.0,4408948,8,1172606833148.7727,1082869.7212263222,821530.0,7524.0,6042.0,34876,8,57008507.43749999,7550.397833061513,6042.0
19626,145.97173144876325,84.0,1778,10,32683.639303460015,180.7861701111565,84.0,157344.1275297141,110716.0,33868798,0,601493737743.4537,775560.2734433048,110716.0,12048.692579505301,11734.0,275065,0,153650223.52532116,12395.5727388984,11734.0
19632,121.69929078014184,69.0,1434,10,27100.057172791752,164.62094998143994,69.0,50069.36028368794,22391.0,1706399,0,15040515877.560356,122639.78097485479,22391.0,23338.809929078016,12766.0,289955,0,1043958329.5547312,32310.344002420203,12766.0
19634,52.49057995306738,26.0,5780,10,19834.26454515774,140.83417392507312,26.0,201528.48642306402,5501.0,21043295,0,1250171212149.892,1118110.5545293328,5501.0,9262.554073080792,5940.0,2250970,0,575103773.0559963,23981.321336740315,5940.0
19636,439.89179193509904,158.0,60284,10,1338389.5333319772,1156.8878654960372,158.0,24917648.70150322,7268847.0,2686422172,0,4180112292555799.0,64653787.92117132,7268847.0,28650.1488904796,17506.5,1024895,0,1372586623.8869097,37048.43618679349,17506.5
19643,139.9375,104.0,540,10,21030.995833333338,145.02067381354058,104.0,2891776.125,1204814.0,8905837,281,9783740457086.52,3127897.130195704,1204814.0,45904.625,38880.5,108589,529,1543065910.2499998,39281.87763142184,38880.5
19646,190.25,157.5,507,13,29350.214285714286,171.31904239083957,157.5,2858.5,2138.5,7026,50,6989360.571428572,2643.7398834659534,2138.5,5895.625,2252.5,17678,0,51546953.41071428,7179.620701033884,2252.5
19648,41.25,39.0,118,14,890.9318181818181,29.84848100292238,39.0,293352.6666666667,200149.0,925192,0,99625646821.33333,315635.3066773952,200149.0,2767.25,1192.5,8715,133,9191728.750000002,3031.7863958399184,1192.5
19657,112.69901315789474,46.0,2966,10,56597.21897760773,237.9017002411032,46.0,2749851.7450657897,460239.0,74449651,168,37698959715924.09,6139947.859381551,460239.0,25009.64144736842,15383.5,428839,0,1457734283.2254298,38180.28657861842,15383.5
19661,196.6728971962617,92.0,1231,10,63998.29765473461,252.97884823584482,92.0,2898988.0934579438,717132.0,61341892,175,70843042453402.34,8416830.903220186,717132.0,21179.747663551403,10396.0,126054,480,703085014.8885555,26515.750317284168,10396.0
19664,49.01046308854873,29.0,4940,10,8994.92004554133,94.84155231511835,29.0,9513117.360782795,4020426.0,339147268,0,261593165278807.47,16173842.007352721,4020426.0,23343.76535555125,14457.0,2130606,0,7354747075.909493,85759.82203753394,14457.0
19666,234.6990975747321,101.0,5105,10,124192.9404618088,352.4101877951442,101.0,904517.4438804287,254045.5,19387262,0,2860255732939.5356,1691229.0598672717,254045.5,15685.917371686408,8522.0,440376,0,599758836.6445106,24489.974206693452,8522.0
19674,448.88235294117646,166.0,1923,12,276509.02588235284,525.8412554016211,166.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
19677,19.666666666666668,23.0,25,11,57.33333333333333,7.571877794400365,23.0,0.0,0.0,0,0,0.0,0.0,0.0,155.0,154.0,157,154,3.0,1.7320508075688772,154.0
19684,150.28662420382165,58.0,16549,10,382248.20655141113,618.2622473929741,58.0,88206.03754609454,168.0,12591016,0,542579961539.16406,736600.27256251,168.0,1471.6486758297017,1117.0,129298,0,20119305.917442065,4485.454928704787,1117.0
19685,23.6,14.5,71,10,380.4888888888888,19.50612439437647,14.5,16143.8,634.0,153210,209,2320318485.511111,48169.68429947523,634.0,1633.9,328.0,8347,0,8148125.877777779,2854.492227661126,328.0
19687,58.05798969072165,35.0,794,10,5250.839213501832,72.46267462288314,35.0,124314.14046391753,19506.0,8416440,0,336461711211.2773,580053.1968804906,19506.0,11418.078608247422,9258.0,216023,269,176844722.88542575,13298.297743900373,9258.0
19688,208.75,153.0,474,55,39170.24999999999,197.91475437672653,153.0,867888.5,591019.5,2265441,24074,960680324211.0,980143.0121217006,591019.5,141206.25,32038.5,498140,2608,56891620045.58334,238519.64289253694,32038.5
19695,142.95744680851064,26.0,2551,10,190208.82423681783,436.12936640040397,26.0,34780.48936170213,1208.0,1282430,153,34856607681.95097,186699.2439244224,1208.0,5168.04255319149,3736.0,27183,386,25694751.345975954,5068.999047738711,3736.0
19712,324.42857142857144,407.0,505,10,28793.61904761905,169.68682638207082,407.0,1939.2857142857142,1955.0,4834,261,2159964.2380952383,1469.6816791724793,1955.0,2668.8571428571427,2032.0,5805,238,3516537.4761904757,1875.2433111973698,2032.0
19713,51.5,29.0,365,10,4346.82857142857,65.93048286967547,29.0,45762.97222222222,797.5,807422,0,35084643204.02779,187308.95121170208,797.5,1416.5277777777778,1222.0,4531,14,1073828.599206349,1036.2570140685896,1222.0
19715,42.681372549019606,25.0,304,10,1643.5974838211148,40.54130589683952,25.0,1314521.137254902,77446.5,64630680,0,24611068688051.848,4960954.413018915,77446.5,25983.700980392157,6898.0,1055755,0,16062075455.166304,126736.24365258071,6898.0
19737,162.5,81.5,477,10,45404.333333333336,213.08292595450564,81.5,3765.0,1220.0,11850,770,29229710.666666668,5406.450838273356,1220.0,8762.75,8590.0,16696,1175,64737112.916666664,8045.937665472351,8590.0
19747,59.36842105263158,30.0,324,14,5407.134502923977,73.53322040359703,30.0,2760.4210526315787,1846.0,5626,0,3846789.8128654966,1961.3234850134988,1846.0,2813.684210526316,3357.0,6073,186,2436996.5614035088,1561.0882618876835,3357.0
19755,294.7537993920973,147.0,3119,10,154545.00932241092,393.12213028829973,147.0,591881.5683890578,108838.0,9352734,0,1360606409624.385,1166450.3459746519,108838.0,9314.84802431611,4391.0,97627,0,161694427.11707693,12715.912358815507,4391.0
19776,101.61016949152543,62.5,627,10,13762.889468347095,117.31534199902029,62.5,727945.3898305085,6357.5,20613938,0,5996751063857.556,2448826.466668791,6357.5,12030.372881355932,4841.5,267172,0,797416125.4495145,28238.557425079536,4841.5
19777,179.84308510638297,105.0,1452,10,46294.53264539006,215.16164306258227,105.0,5814.462765957447,1123.0,255089,0,300166676.5372766,17325.318944748942,1123.0,7434.223404255319,5350.0,195247,0,162048617.85395756,12729.831807763901,5350.0
19780,171.93333333333334,83.5,923,11,47999.85747126437,219.08869772597666,83.5,199496.3,20400.0,1501429,1392,150637118065.73447,388119.97895719623,20400.0,15719.733333333334,11307.0,72672,0,278644676.754023,16692.6533766811,11307.0
19781,104.89285714285714,30.0,1082,10,45670.83994708995,213.70736989418486,30.0,3240174.75,59325.0,36449889,2,74396843517324.92,8625360.486224614,59325.0,9794.642857142857,6218.5,54555,0,147400037.57142854,12140.841715936689,6218.5
19794,331.5936599423631,118.0,5258,10,300013.5251619997,547.7349040932115,118.0,2359892.4524495676,273272.0,130660738,18,64029731149635.766,8001857.981096376,273272.0,26393.818443804033,14311.0,256287,0,1526202914.2010462,39066.64708163533,14311.0
19799,93.43043043043043,18.0,30086,10,661737.8797746507,813.4727283533546,18.0,220976.07607607607,1010.0,22830624,0,1335777981788.1099,1155758.6174405578,1010.0,20249.18301634968,2904.0,3419713,0,3824316820.385149,61841.06095779041,2904.0
19801,203.2,194.0,485,50,29869.7,172.82852773775514,194.0,201955.8,35795.0,534424,966,64983599486.2,254918.80959670278,35795.0,32786.6,25568.0,56852,762,559336999.8,23650.306547696164,25568.0
19816,104.49645390070921,57.0,23279,10,112814.97390610824,335.8794038134941,57.0,285504.1636395087,52646.0,15888725,0,1464430367159.92,1210136.5076551985,52646.0,18806.288531395952,12578.0,544527,0,995140495.5727903,31545.847517110557,12578.0
19822,151.1818181818182,68.0,693,10,34890.71590909091,186.7905669703128,68.0,31427388.484848484,320268.0,741694345,411,1.6749779143789292e+16,129420937.81065448,320268.0,14793.878787878788,4151.0,73665,0,454888597.1098485,21328.117523819314,4151.0
19825,80.44638403990025,58.0,553,10,6213.052743142147,78.82292016375787,58.0,9264.73566084788,4881.0,128490,0,433667466.15995,20824.684059066778,4881.0,3934.633416458853,3625.0,20948,0,8780945.667780545,2963.266047418042,3625.0
19842,39.07096774193548,24.0,613,10,2617.3088631381133,51.15964095982412,24.0,129684.57741935484,43353.5,2222083,0,64463465490.406555,253896.56455022498,43353.5,15687.748387096774,9579.5,188902,0,336575075.3992689,18345.98254112515,9579.5
19846,377.39834024896265,103.0,8426,10,641619.6788329988,801.0116596111437,103.0,1581389.8858921162,330228.5,61642536,0,33367341657783.8,5776447.148358911,330228.5,38876.39419087137,18862.0,410554,0,2829324907.9523973,53191.39881552653,18862.0
19863,87.54117647058824,54.0,499,11,8736.703641456588,93.47033562289475,54.0,277264.1529411765,145606.0,8411509,0,874928408537.6073,935376.0786644093,145606.0,11382.717647058824,7470.0,68116,0,176597137.60980394,13288.985574896375,7470.0
19864,41.05194805194805,28.0,306,10,2252.533231474408,47.4608599950992,28.0,3853.7987012987014,1166.5,88200,0,84621534.73699175,9198.996398357363,1166.5,3159.883116883117,2266.0,18728,0,9566257.594092185,3092.9367264934767,2266.0
19870,59.642857142857146,19.5,426,12,11845.324175824178,108.83622639463469,19.5,72824.07142857143,4745.5,707777,0,36438884349.60989,190889.71776816554,4745.5,27749.85714285714,8665.5,187544,263,2332246100.747253,48293.3339162586,8665.5
19871,27.059405940594058,19.0,124,10,458.5964356435642,21.41486482898186,19.0,2361.3465346534654,674.0,88459,0,123214602.84871285,11100.207333591245,674.0,880.8712871287129,647.0,5697,214,768781.8732673265,876.8020718881352,647.0
19872,45.54462403373155,27.0,1688,10,6735.1356655231,82.06787231019884,27.0,2773966.9402670413,1359822.0,150489665,0,55727714572588.914,7465099.769767911,1359822.0,385278.2607167955,75972.0,86392839,64,10089733953379.736,3176434.156940725,75972.0
19873,61.52307692307692,41.0,214,10,2843.972115384616,53.32890506455777,41.0,1247.076923076923,1184.0,2515,180,726928.6033653844,852.6010810252262,1184.0,15337.615384615385,1588.0,574050,412,6697002152.490385,81835.21340163039,1588.0
19879,91.13273195876289,71.5,609,10,5215.292036913868,72.21697886864189,71.5,291560.0206185567,181987.0,1930661,0,93161087493.00848,305223.01271858334,181987.0,50526.823453608245,43981.0,600376,0,2135654059.2758884,46213.13730180941,43981.0
19880,32.0,32.0,32,32,,,32.0,444.0,444.0,444,444,,,444.0,2422.0,2422.0,2422,2422,,,2422.0
19885,285.5853658536585,104.0,2346,10,200598.7487804878,447.8825167167031,104.0,2141229.1951219514,506345.0,12723698,0,8995188909281.56,2999198.044358118,506345.0,26469.09756097561,10636.0,226977,0,1813120681.8902435,42580.7548299727,10636.0
19895,171.2124181421295,80.0,12544,10,72918.2120316754,270.033723878473,80.0,846333.5138006306,155504.0,45735963,0,3999967284492.6313,1999991.8211064343,155504.0,36950.15149163231,20669.0,7868317,0,9113209485.5095,95463.13155092651,20669.0
19909,38.756637168141594,22.0,1044,10,5949.802733529991,77.13496440350505,22.0,5452.309734513275,682.0,152137,0,409702653.03252643,20241.11293957243,682.0,2319.1592920353983,1731.5,23325,0,7191286.774513276,2681.65746778243,1731.5
